chromosome	start	end	strand	C%+G%	Obs/Exp	len	gene_id
chr3	transcript	23912583	23913852	+	67.38	0.61	88.0	UBE2E1
chr3	gene	24870531	24872351	+	64.01	0.69	126.0	AC133680.1
chr3	transcript	24870531	24872351	+	64.01	0.69	126.0	AC133680.1
chr3	gene	25831008	25832026	+	50.2	0.91	58.0	OXSM
chr3	transcript	25831008	25832026	+	50.2	0.91	58.0	OXSM
chr3	gene	28616537	28618248	+	65.69	0.75	139.0	LINC00693
chr3	transcript	28616537	28618248	+	65.69	0.75	139.0	LINC00693
chr3	gene	29417953	29418557	+	52.81	0.62	26.0	RBMS3
chr3	transcript	29417953	29418557	+	52.81	0.62	26.0	RBMS3
chr3	gene	29513963	29514502	+	52.69	0.63	23.0	RBMS3
chr3	transcript	29513963	29514502	+	52.69	0.63	23.0	RBMS3
chr3	gene	29524221	29524794	+	52.01	0.78	30.0	RBMS3
chr3	transcript	29524221	29524794	+	52.01	0.78	30.0	RBMS3
chr3	gene	32147645	32148875	+	68.86	0.81	116.0	GPD1L
chr3	transcript	32147645	32148875	+	68.86	0.81	116.0	GPD1L
chr3	gene	32442722	32443546	+	63.59	0.64	53.0	CMTM7
chr3	transcript	32442722	32443546	+	63.59	0.64	53.0	CMTM7
chr3	gene	32508555	32509594	+	56.21	0.62	51.0	CMTM7
chr3	transcript	32508555	32509594	+	56.21	0.62	51.0	CMTM7
chr3	gene	32765800	32766342	+	56.09	0.62	26.0	CNOT10
chr3	transcript	32765800	32766342	+	56.09	0.62	26.0	CNOT10
chr3	gene	32861088	32861775	+	56.33	0.75	41.0	TRIM71
chr3	transcript	32861088	32861775	+	56.33	0.75	41.0	TRIM71
chr3	gene	32863002	32863788	+	59.54	0.73	50.0	TRIM71
chr3	transcript	32863002	32863788	+	59.54	0.73	50.0	TRIM71
chr3	gene	33318668	33319310	+	70.25	0.82	64.0	FBXL2
chr3	transcript	33318668	33319310	+	70.25	0.82	64.0	FBXL2
chr3	gene	34460173	34460690	+	58.8	0.86	38.0	AC018359.1
chr3	transcript	34460173	34460690	+	58.8	0.86	38.0	AC018359.1
chr3	gene	37317030	37317579	+	51.73	0.72	26.0	GOLGA4
chr3	transcript	37317030	37317579	+	51.73	0.72	26.0	GOLGA4
chr3	gene	38040073	38041130	+	63.58	0.64	65.0	VILL
chr3	transcript	38040073	38041130	+	63.58	0.64	65.0	VILL
chr3	gene	38094333	38095228	+	67.71	0.63	65.0	DLEC1
chr3	transcript	38094333	38095228	+	67.71	0.63	65.0	DLEC1
chr3	gene	38105976	38106924	+	67.19	0.61	64.0	DLEC1
chr3	transcript	38105976	38106924	+	67.19	0.61	64.0	DLEC1
chr3	gene	38537683	38538299	+	65.91	0.79	53.0	EXOG
chr3	transcript	38537683	38538299	+	65.91	0.79	53.0	EXOG
chr3	gene	39543515	39544349	+	64.87	0.64	55.0	MOBP
chr3	transcript	39543515	39544349	+	64.87	0.64	55.0	MOBP
chr3	gene	41240163	41241863	+	69.53	0.82	167.0	CTNNB1
chr3	transcript	41240163	41241863	+	69.53	0.82	167.0	CTNNB1
chr3	gene	42542686	42544725	+	66.45	0.64	145.0	VIPR1
chr3	transcript	42542686	42544725	+	66.45	0.64	145.0	VIPR1
chr3	gene	42631819	42633292	+	59.2	0.75	96.0	SS18L2
chr3	transcript	42631819	42633292	+	59.2	0.75	96.0	SS18L2
chr3	gene	42695432	42696647	+	74.32	0.71	119.0	ZBTB47
chr3	transcript	42695432	42696647	+	74.32	0.71	119.0	ZBTB47
chr3	gene	42814048	42815004	+	61.51	0.8	72.0	RP11-70C1.1
chr3	transcript	42814048	42815004	+	61.51	0.8	72.0	RP11-70C1.1
chr3	gene	42922034	42922873	+	68.18	0.66	64.0	ACKR2
chr3	transcript	42922034	42922873	+	68.18	0.66	64.0	ACKR2
chr3	gene	42922034	42922873	+	68.18	0.66	64.0	RP11-141M3.5
chr3	transcript	42922034	42922873	+	68.18	0.66	64.0	RP11-141M3.5
chr3	gene	42922034	42922873	+	68.18	0.66	64.0	KRBOX1
chr3	transcript	42922034	42922873	+	68.18	0.66	64.0	KRBOX1
chr3	gene	42947385	42948171	+	70.74	0.71	69.0	RP11-141M3.5
chr3	transcript	42947385	42948171	+	70.74	0.71	69.0	RP11-141M3.5
chr3	gene	42947385	42948171	+	70.74	0.71	69.0	KRBOX1
chr3	transcript	42947385	42948171	+	70.74	0.71	69.0	KRBOX1
chr3	gene	42947385	42948171	+	70.74	0.71	69.0	ZNF662
chr3	transcript	42947385	42948171	+	70.74	0.71	69.0	ZNF662
chr3	gene	42977643	42978543	+	54.89	0.69	47.0	KRBOX1
chr3	transcript	42977643	42978543	+	54.89	0.69	47.0	KRBOX1
chr3	gene	43020395	43021477	+	62.85	0.79	84.0	KRBOX1
chr3	transcript	43020395	43021477	+	62.85	0.79	84.0	KRBOX1
chr3	gene	44622018	44622867	+	67.84	0.88	86.0	ZKSCAN7
chr3	transcript	44622018	44622867	+	67.84	0.88	86.0	ZKSCAN7
chr3	gene	44622018	44622867	+	67.84	0.88	86.0	RP11-944L7.5
chr3	transcript	44622018	44622867	+	67.84	0.88	86.0	RP11-944L7.5
chr3	gene	44622018	44622867	+	67.84	0.88	86.0	ZNF660
chr3	transcript	44622018	44622867	+	67.84	0.88	86.0	ZNF660
chr3	gene	44666349	44666900	+	65.52	0.81	47.0	ZNF197
chr3	transcript	44666349	44666900	+	65.52	0.81	47.0	ZNF197
chr3	gene	44902456	44904275	+	61.35	0.82	140.0	KIF15
chr3	transcript	44902456	44904275	+	61.35	0.82	140.0	KIF15
chr3	gene	45047608	45048305	+	55.52	0.61	32.0	EXOSC7
chr3	transcript	45047608	45048305	+	55.52	0.61	32.0	EXOSC7
chr3	gene	45047608	45048305	+	55.52	0.61	32.0	CLEC3B
chr3	transcript	45047608	45048305	+	55.52	0.61	32.0	CLEC3B
chr3	gene	45431827	45432454	+	54.23	0.71	32.0	LARS2
chr3	transcript	45431827	45432454	+	54.23	0.71	32.0	LARS2
chr3	gene	45471542	45472374	+	55.17	0.7	44.0	LARS2
chr3	transcript	45471542	45472374	+	55.17	0.7	44.0	LARS2
chr3	gene	45634644	45636517	+	64.07	0.78	150.0	LIMD1
chr3	transcript	45634644	45636517	+	64.07	0.78	150.0	LIMD1
chr3	gene	46618071	46618670	+	53.76	0.79	34.0	TDGF1
chr3	transcript	46618071	46618670	+	53.76	0.79	34.0	TDGF1
chr3	gene	46922577	46925227	+	70.94	0.79	261.0	PTH1R
chr3	transcript	46922577	46925227	+	70.94	0.79	261.0	PTH1R
chr3	gene	46933651	46934601	+	64.21	0.65	63.0	PTH1R
chr3	transcript	46933651	46934601	+	64.21	0.65	63.0	PTH1R
chr3	gene	46939856	46940796	+	69.36	0.71	76.0	PTH1R
chr3	transcript	46939856	46940796	+	69.36	0.71	76.0	PTH1R
chr3	gene	47240032	47241181	+	51.52	0.6	45.0	KIF9-AS1
chr3	transcript	47240032	47241181	+	51.52	0.6	45.0	KIF9-AS1
chr3	gene	47350725	47351468	+	65.28	0.63	50.0	KLHL18
chr3	transcript	47350725	47351468	+	65.28	0.63	50.0	KLHL18
chr3	gene	47444281	47444823	+	53.69	0.67	26.0	PTPN23
chr3	transcript	47444281	47444823	+	53.69	0.67	26.0	PTPN23
chr3	gene	47866346	47866995	+	71.49	0.9	74.0	DHX30
chr3	transcript	47866346	47866995	+	71.49	0.9	74.0	DHX30
chr3	gene	48985462	48986023	+	54.19	0.68	28.0	ARIH2
chr3	transcript	48985462	48986023	+	54.19	0.68	28.0	ARIH2
chr3	gene	49236531	49238037	+	60.69	0.7	93.0	CCDC36
chr3	transcript	49236531	49238037	+	60.69	0.7	93.0	CCDC36
chr3	gene	49240010	49240561	+	54.99	0.76	31.0	CCDC36
chr3	transcript	49240010	49240561	+	54.99	0.76	31.0	CCDC36
chr3	gene	49288863	49289557	+	52.88	0.66	32.0	CCDC36
chr3	transcript	49288863	49289557	+	52.88	0.66	32.0	CCDC36
chr3	gene	49506957	49508454	+	67.27	0.85	144.0	DAG1
chr3	transcript	49506957	49508454	+	67.27	0.85	144.0	DAG1
chr3	gene	49509909	49511310	+	52.46	0.6	58.0	DAG1
chr3	transcript	49509909	49511310	+	52.46	0.6	58.0	DAG1
chr3	gene	49512060	49512903	+	50.53	0.6	32.0	DAG1
chr3	transcript	49512060	49512903	+	50.53	0.6	32.0	DAG1
chr3	gene	49516880	49518026	+	52.53	0.65	51.0	DAG1
chr3	transcript	49516880	49518026	+	52.53	0.65	51.0	DAG1
chr3	gene	49518217	49518748	+	54.61	0.73	29.0	DAG1
chr3	transcript	49518217	49518748	+	54.61	0.73	29.0	DAG1
chr3	gene	49522251	49522755	+	54.37	0.62	23.0	DAG1
chr3	transcript	49522251	49522755	+	54.37	0.62	23.0	DAG1
chr3	gene	49528933	49529454	+	56.24	0.66	27.0	DAG1
chr3	transcript	49528933	49529454	+	56.24	0.66	27.0	DAG1
chr3	gene	49562940	49563457	+	57.45	0.71	30.0	DAG1
chr3	transcript	49562940	49563457	+	57.45	0.71	30.0	DAG1
chr3	gene	49564546	49565129	+	57.63	0.8	38.0	DAG1
chr3	transcript	49564546	49565129	+	57.63	0.8	38.0	DAG1
chr3	gene	49629635	49630172	+	55.49	0.73	30.0	BSN
chr3	transcript	49629635	49630172	+	55.49	0.73	30.0	BSN
chr3	gene	49746781	49747303	+	56.32	0.7	29.0	RNF123
chr3	transcript	49746781	49747303	+	56.32	0.7	29.0	RNF123
chr3	gene	49755232	49757318	+	65.15	0.74	162.0	RNF123
chr3	transcript	49755232	49757318	+	65.15	0.74	162.0	RNF123
chr3	gene	49947498	49948431	+	62.38	0.75	68.0	CTD-2330K9.3
chr3	transcript	49947498	49948431	+	62.38	0.75	68.0	CTD-2330K9.3
chr3	gene	50083437	50084045	+	52.96	0.62	26.0	RBM6
chr3	transcript	50083437	50084045	+	52.96	0.62	26.0	RBM6
chr3	gene	50125294	50126610	+	54.71	0.68	67.0	RBM6
chr3	transcript	50125294	50126610	+	54.71	0.68	67.0	RBM6
chr3	gene	50126711	50127462	+	54.19	0.87	48.0	RBM6
chr3	transcript	50126711	50127462	+	54.19	0.87	48.0	RBM6
chr3	gene	50126711	50127462	+	54.19	0.87	48.0	RBM5
chr3	transcript	50126711	50127462	+	54.19	0.87	48.0	RBM5
chr3	gene	50230177	50232629	+	65.13	0.71	184.0	GNAT1
chr3	transcript	50230177	50232629	+	65.13	0.71	184.0	GNAT1
chr3	gene	50272770	50273928	+	65.03	0.8	98.0	GNAI2
chr3	transcript	50272770	50273928	+	65.03	0.8	98.0	GNAI2
chr3	gene	50310446	50311494	+	67.46	0.77	92.0	SEMA3B
chr3	transcript	50310446	50311494	+	67.46	0.77	92.0	SEMA3B
chr3	gene	50312198	50314420	+	66.65	0.72	177.0	SEMA3B
chr3	transcript	50312198	50314420	+	66.65	0.72	177.0	SEMA3B
chr3	gene	50396235	50397431	+	64.88	0.61	76.0	XXcos-LUCA11.5
chr3	transcript	50396235	50397431	+	64.88	0.61	76.0	XXcos-LUCA11.5
chr3	gene	50401727	50403337	+	67.76	0.61	113.0	XXcos-LUCA11.5
chr3	transcript	50401727	50403337	+	67.76	0.61	113.0	XXcos-LUCA11.5
chr3	gene	50653777	50655334	+	62.36	0.65	98.0	MAPKAPK3
chr3	transcript	50653777	50655334	+	62.36	0.65	98.0	MAPKAPK3
chr3	gene	51138374	51138884	+	52.55	0.81	28.0	DOCK3
chr3	transcript	51138374	51138884	+	52.55	0.81	28.0	DOCK3
chr3	gene	51236374	51236928	+	57.04	0.67	30.0	DOCK3
chr3	transcript	51236374	51236928	+	57.04	0.67	30.0	DOCK3
chr3	gene	51346125	51347106	+	65.44	0.65	67.0	DOCK3
chr3	transcript	51346125	51347106	+	65.44	0.65	67.0	DOCK3
chr3	gene	51704940	51706432	+	66.49	0.73	120.0	TEX264
chr3	transcript	51704940	51706432	+	66.49	0.73	120.0	TEX264
chr3	gene	51989520	51990741	+	72.73	0.8	128.0	GPR62
chr3	transcript	51989520	51990741	+	72.73	0.8	128.0	GPR62
chr3	exon	51989520	51990741	+	72.73	0.8	128.0	GPR62
chr3	gene	52006962	52010841	+	59.27	0.7	237.0	ABHD14A
chr3	transcript	52006962	52010841	+	59.27	0.7	237.0	ABHD14A
chr3	gene	52016828	52017674	+	69.15	0.74	74.0	ACY1
chr3	transcript	52016828	52017674	+	69.15	0.74	74.0	ACY1
chr3	gene	52016828	52017674	+	69.15	0.74	74.0	ABHD14A-ACY1
chr3	transcript	52016828	52017674	+	69.15	0.74	74.0	ABHD14A-ACY1
chr3	gene	52321760	52322681	+	54.61	0.82	56.0	GLYCTK
chr3	transcript	52321760	52322681	+	54.61	0.82	56.0	GLYCTK
chr3	gene	52351336	52352359	+	58.65	0.72	63.0	DNAH1
chr3	transcript	52351336	52352359	+	58.65	0.72	63.0	DNAH1
chr3	gene	52489305	52490602	+	66.46	0.73	98.0	NISCH
chr3	transcript	52489305	52490602	+	66.46	0.73	98.0	NISCH
chr3	gene	52569907	52571236	+	56.66	0.78	83.0	SMIM4
chr3	transcript	52569907	52571236	+	56.66	0.78	83.0	SMIM4
chr3	gene	52576256	52576807	+	54.26	0.72	29.0	SMIM4
chr3	transcript	52576256	52576807	+	54.26	0.72	29.0	SMIM4
chr3	gene	52719343	52720540	+	64.41	0.97	120.0	GNL3
chr3	transcript	52719343	52720540	+	64.41	0.97	120.0	GNL3
chr3	gene	53194652	53196477	+	73.37	0.74	179.0	PRKCD
chr3	transcript	53194652	53196477	+	73.37	0.74	179.0	PRKCD
chr3	gene	53528997	53530308	+	63.16	0.71	92.0	CACNA1D
chr3	transcript	53528997	53530308	+	63.16	0.71	92.0	CACNA1D
chr3	gene	53780945	53781518	+	53.75	0.66	27.0	CACNA1D
chr3	transcript	53780945	53781518	+	53.75	0.66	27.0	CACNA1D
chr3	gene	54318933	54319466	+	53.85	0.71	27.0	CACNA2D3
chr3	transcript	54318933	54319466	+	53.85	0.71	27.0	CACNA2D3
chr3	gene	54583211	54583759	+	54.56	0.7	28.0	CACNA2D3
chr3	transcript	54583211	54583759	+	54.56	0.7	28.0	CACNA2D3
chr3	gene	54660190	54660791	+	57.9	0.76	38.0	CACNA2D3
chr3	transcript	54660190	54660791	+	57.9	0.76	38.0	CACNA2D3
chr3	gene	56617801	56619091	+	71.55	0.61	100.0	CCDC66
chr3	transcript	56617801	56619091	+	71.55	0.61	100.0	CCDC66
chr3	gene	57617472	57618044	+	56.64	0.73	33.0	RP11-755B10.2
chr3	transcript	57617472	57618044	+	56.64	0.73	33.0	RP11-755B10.2
chr3	gene	57741390	57743199	+	60.92	0.83	140.0	SLMAP
chr3	gene	57747496	57748054	+	56.27	0.79	34.0	SLMAP
chr3	transcript	57747496	57748054	+	56.27	0.79	34.0	SLMAP
chr3	gene	57871185	57871746	+	51.16	0.63	23.0	SLMAP
chr3	transcript	57871185	57871746	+	51.16	0.63	23.0	SLMAP
chr3	gene	58108673	58109370	+	57.39	0.72	41.0	FLNB
chr3	transcript	58108673	58109370	+	57.39	0.72	41.0	FLNB
chr3	gene	58925245	58925774	+	52.74	0.6	22.0	RP11-147N17.1
chr3	transcript	58925245	58925774	+	52.74	0.6	22.0	RP11-147N17.1
chr3	gene	61550028	61550689	+	60.97	0.71	43.0	PTPRG
chr3	transcript	61550028	61550689	+	60.97	0.71	43.0	PTPRG
chr3	gene	61728139	61728847	+	51.69	0.66	31.0	PTPRG
chr3	transcript	61728139	61728847	+	51.69	0.66	31.0	PTPRG
chr3	gene	63865228	63865758	+	51.32	0.63	22.0	ATXN7
chr3	transcript	63865228	63865758	+	51.32	0.63	22.0	ATXN7
chr3	gene	63897274	63899476	+	64.49	0.81	186.0	ATXN7
chr3	transcript	63897274	63899476	+	64.49	0.81	186.0	ATXN7
chr3	gene	64084813	64085576	+	59.24	0.63	42.0	RP11-129B22.1
chr3	transcript	64084813	64085576	+	59.24	0.63	42.0	RP11-129B22.1
chr3	exon	64084813	64085576	+	59.24	0.63	42.0	RP11-129B22.1
chr3	gene	64673097	64674468	+	64.84	0.74	106.0	ADAMTS9-AS2
chr3	transcript	64673097	64674468	+	64.84	0.74	106.0	ADAMTS9-AS2
chr3	gene	66271077	66271719	+	63.4	0.85	55.0	SLC25A26
chr3	transcript	66271077	66271719	+	63.4	0.85	55.0	SLC25A26
chr3	gene	67821003	67821722	+	52.99	0.6	30.0	RP11-81N13.1
chr3	transcript	67821003	67821722	+	52.99	0.6	30.0	RP11-81N13.1
chr3	gene	69100935	69101716	+	58.0	0.78	51.0	CTD-2013N24.2
chr3	transcript	69100935	69101716	+	58.0	0.78	51.0	CTD-2013N24.2
chr3	gene	73045039	73045593	+	52.89	0.9	35.0	GXYLT2
chr3	transcript	73045039	73045593	+	52.89	0.9	35.0	GXYLT2
chr3	gene	73045747	73046836	+	66.12	0.78	92.0	GXYLT2
chr3	transcript	73045747	73046836	+	66.12	0.78	92.0	GXYLT2
chr3	gene	73672895	73674899	+	62.48	0.91	178.0	PDZRN3-AS1
chr3	transcript	73672895	73674899	+	62.48	0.91	178.0	PDZRN3-AS1
chr3	gene	75973902	75974507	+	54.55	0.8	36.0	ROBO2
chr3	transcript	75973902	75974507	+	54.55	0.8	36.0	ROBO2
chr3	gene	76779404	76780218	+	59.71	1.21	29.0	ROBO2
chr3	transcript	76779404	76780218	+	59.71	1.21	29.0	ROBO2
chr3	gene	77087503	77088313	+	52.47	0.67	37.0	ROBO2
chr3	transcript	77087503	77088313	+	52.47	0.67	37.0	ROBO2
chr3	gene	77088448	77089522	+	64.15	0.78	86.0	ROBO2
chr3	transcript	77088448	77089522	+	64.15	0.78	86.0	ROBO2
chr3	gene	77160950	77161915	+	50.98	0.72	45.0	ROBO2
chr3	transcript	77160950	77161915	+	50.98	0.72	45.0	ROBO2
chr3	gene	77366097	77366790	+	52.81	0.6	29.0	ROBO2
chr3	transcript	77366097	77366790	+	52.81	0.6	29.0	ROBO2
chr3	gene	77522210	77522900	+	50.29	0.76	33.0	ROBO2
chr3	transcript	77522210	77522900	+	50.29	0.76	33.0	ROBO2
chr3	gene	80819383	80819886	+	58.85	1.35	55.0	RP11-47P18.2
chr3	transcript	80819383	80819886	+	58.85	1.35	55.0	RP11-47P18.2
chr3	gene	85182867	85183586	+	70.93	0.64	58.0	CADM2
chr3	transcript	85182867	85183586	+	70.93	0.64	58.0	CADM2
chr3	gene	85553060	85554377	+	61.2	0.67	82.0	CADM2
chr3	transcript	85553060	85554377	+	61.2	0.67	82.0	CADM2
chr3	gene	86061574	86062111	+	66.29	0.85	50.0	CADM2
chr3	transcript	86061574	86062111	+	66.29	0.85	50.0	CADM2
chr3	gene	88120354	88120980	+	53.51	0.61	27.0	RP11-159G9.5
chr3	transcript	88120354	88120980	+	53.51	0.61	27.0	RP11-159G9.5
chr3	gene	88210230	88210815	+	55.73	0.69	31.0	C3orf38
chr3	transcript	88210230	88210815	+	55.73	0.69	31.0	C3orf38
chr3	gene	89163293	89164293	+	55.1	0.71	54.0	EPHA3
chr3	transcript	89163293	89164293	+	55.1	0.71	54.0	EPHA3
chr3	gene	89515515	89516080	+	56.28	0.79	35.0	EPHA3
chr3	transcript	89515515	89516080	+	56.28	0.79	35.0	EPHA3
chr3	gene	93762543	93763842	+	67.36	0.6	88.0	ARL13B
chr3	transcript	93762543	93763842	+	67.36	0.6	88.0	ARL13B
chr3	gene	98624321	98624899	+	56.06	0.62	28.0	CTD-2021J15.1
chr3	transcript	98624321	98624899	+	56.06	0.62	28.0	CTD-2021J15.1
chr3	gene	99551097	99551634	+	56.8	0.72	31.0	CMSS1
chr3	transcript	99551097	99551634	+	56.8	0.72	31.0	CMSS1
chr3	gene	99594763	99595302	+	68.27	0.99	62.0	CMSS1
chr3	transcript	99594763	99595302	+	68.27	0.99	62.0	CMSS1
chr3	gene	101295356	101295966	+	54.59	0.73	33.0	PCNP
chr3	transcript	101295356	101295966	+	54.59	0.73	33.0	PCNP
chr3	gene	101396492	101397088	+	51.85	0.66	26.0	ZBTB11-AS1
chr3	transcript	101396492	101397088	+	51.85	0.66	26.0	ZBTB11-AS1
chr3	exon	101396492	101397088	+	51.85	0.66	26.0	ZBTB11-AS1
chr3	gene	101443236	101444285	+	56.24	0.75	62.0	CEP97
chr3	transcript	101443236	101444285	+	56.24	0.75	62.0	CEP97
chr3	gene	101567738	101569047	+	73.34	0.92	161.0	NFKBIZ
chr3	transcript	101567738	101569047	+	73.34	0.92	161.0	NFKBIZ
chr3	gene	105087445	105088796	+	52.41	0.72	66.0	ALCAM
chr3	transcript	105087445	105088796	+	52.41	0.72	66.0	ALCAM
chr3	gene	107149790	107151256	+	63.3	0.83	122.0	RP11-115H18.1
chr3	transcript	107149790	107151256	+	63.3	0.83	122.0	RP11-115H18.1
chr3	gene	107243631	107244331	+	72.0	0.81	72.0	BBX
chr3	transcript	107243631	107244331	+	72.0	0.81	72.0	BBX
chr3	gene	107244447	107245028	+	57.83	0.6	29.0	BBX
chr3	transcript	107244447	107245028	+	57.83	0.6	29.0	BBX
chr3	gene	107416578	107417099	+	56.24	0.68	28.0	BBX
chr3	transcript	107416578	107417099	+	56.24	0.68	28.0	BBX
chr3	gene	107646190	107647056	+	56.81	0.87	61.0	LINC00636
chr3	transcript	107646190	107647056	+	56.81	0.87	61.0	LINC00636
chr3	gene	110789200	110790333	+	59.05	0.62	61.0	PVRL3
chr3	transcript	110789200	110790333	+	59.05	0.62	61.0	PVRL3
chr3	gene	110790451	110791777	+	67.72	0.86	130.0	PVRL3
chr3	transcript	110790451	110791777	+	67.72	0.86	130.0	PVRL3
chr3	gene	111577914	111578899	+	66.29	0.79	83.0	PHLDB2
chr3	transcript	111577914	111578899	+	66.29	0.79	83.0	PHLDB2
chr3	gene	111579055	111579586	+	53.3	0.77	29.0	PHLDB2
chr3	transcript	111579055	111579586	+	53.3	0.77	29.0	PHLDB2
chr3	gene	112051894	112052407	+	65.11	0.76	40.0	CD200
chr3	transcript	112051894	112052407	+	65.11	0.76	40.0	CD200
chr3	gene	112930344	112931623	+	67.47	0.93	135.0	BOC
chr3	transcript	112930344	112931623	+	67.47	0.93	135.0	BOC
chr3	gene	113251181	113252451	+	59.76	0.74	84.0	SIDT1
chr3	transcript	113251181	113252451	+	59.76	0.74	84.0	SIDT1
chr3	gene	113557569	113558112	+	63.35	0.93	50.0	GRAMD1C
chr3	transcript	113557569	113558112	+	63.35	0.93	50.0	GRAMD1C
chr3	gene	113603401	113604520	+	61.13	0.61	63.0	GRAMD1C
chr3	transcript	113603401	113604520	+	61.13	0.61	63.0	GRAMD1C
chr3	gene	113774900	113776007	+	55.56	0.69	59.0	QTRTD1
chr3	transcript	113774900	113776007	+	55.56	0.69	59.0	QTRTD1
chr3	gene	115377207	115378011	+	62.69	0.74	58.0	GAP43
chr3	transcript	115377207	115378011	+	62.69	0.74	58.0	GAP43
chr3	gene	118898379	118898956	+	55.81	0.72	32.0	RP11-484M3.5
chr3	transcript	118898379	118898956	+	55.81	0.72	32.0	RP11-484M3.5
chr3	gene	118898379	118898956	+	55.81	0.72	32.0	UPK1B
chr3	transcript	118898379	118898956	+	55.81	0.72	32.0	UPK1B
chr3	gene	118959179	118959987	+	69.18	0.85	82.0	B4GALT4-AS1
chr3	transcript	118959179	118959987	+	69.18	0.85	82.0	B4GALT4-AS1
chr3	gene	119041204	119042870	+	62.61	0.65	105.0	ARHGAP31
chr3	transcript	119041204	119042870	+	62.61	0.65	105.0	ARHGAP31
chr3	gene	119120542	119121435	+	54.42	0.62	41.0	ARHGAP31
chr3	transcript	119120542	119121435	+	54.42	0.62	41.0	ARHGAP31
chr3	gene	119217979	119218571	+	53.89	0.64	27.0	TIMMDC1
chr3	transcript	119217979	119218571	+	53.89	0.64	27.0	TIMMDC1
chr3	gene	119528639	119529292	+	67.08	0.63	46.0	NR1I2
chr3	transcript	119528639	119529292	+	67.08	0.63	46.0	NR1I2
chr3	gene	121558742	121559649	+	54.24	0.76	50.0	EAF2
chr3	transcript	121558742	121559649	+	54.24	0.76	50.0	EAF2
chr3	gene	121657115	121657620	+	59.01	0.66	29.0	SLC15A2
chr3	transcript	121657115	121657620	+	59.01	0.66	29.0	SLC15A2
chr3	gene	122047648	122048193	+	53.58	0.66	26.0	CSTA
chr3	transcript	122047648	122048193	+	53.58	0.66	26.0	CSTA
chr3	gene	122513694	122514816	+	64.08	0.82	94.0	DIRC2
chr3	transcript	122513694	122514816	+	64.08	0.82	94.0	DIRC2
chr3	gene	122920472	122921445	+	61.77	0.72	66.0	PDIA5
chr3	transcript	122920472	122921445	+	61.77	0.72	66.0	PDIA5
chr3	gene	124261875	124262445	+	51.75	0.61	23.0	KALRN
chr3	transcript	124261875	124262445	+	51.75	0.61	23.0	KALRN
chr3	gene	124303351	124304448	+	61.71	0.7	72.0	KALRN
chr3	transcript	124303351	124304448	+	61.71	0.7	72.0	KALRN
chr3	gene	124461908	124462648	+	50.27	0.6	28.0	UMPS
chr3	transcript	124461908	124462648	+	50.27	0.6	28.0	UMPS
chr3	gene	125690929	125691447	+	57.53	0.65	28.0	ROPN1B
chr3	transcript	125690929	125691447	+	57.53	0.65	28.0	ROPN1B
chr3	exon	125690929	125691447	+	57.53	0.65	28.0	ROPN1B
chr3	gene	125985986	125986728	+	66.44	0.79	64.0	RP11-71E19.1
chr3	transcript	125985986	125986728	+	66.44	0.79	64.0	RP11-71E19.1
chr3	gene	126134391	126135477	+	63.54	0.6	66.0	CCDC37
chr3	transcript	126134391	126135477	+	63.54	0.6	66.0	CCDC37
chr3	gene	126260153	126261635	+	68.42	0.92	157.0	CHST13
chr3	transcript	126260153	126261635	+	68.42	0.92	157.0	CHST13
chr3	gene	126732745	126733673	+	68.1	0.71	76.0	PLXNA1
chr3	transcript	126732745	126733673	+	68.1	0.71	76.0	PLXNA1
chr3	gene	127323458	127324085	+	65.23	0.7	46.0	MCM2
chr3	transcript	127323458	127324085	+	65.23	0.7	46.0	MCM2
chr3	gene	127330564	127331083	+	56.84	0.74	31.0	MCM2
chr3	transcript	127330564	127331083	+	56.84	0.74	31.0	MCM2
chr3	gene	127339475	127340017	+	57.93	0.71	32.0	MCM2
chr3	transcript	127339475	127340017	+	57.93	0.71	32.0	MCM2
chr3	gene	127637250	127637779	+	51.04	0.73	24.0	KBTBD12
chr3	transcript	127637250	127637779	+	51.04	0.73	24.0	KBTBD12
chr3	gene	128215104	128216947	+	65.65	0.79	155.0	RP11-475N22.4
chr3	transcript	128215104	128216947	+	65.65	0.79	155.0	RP11-475N22.4
chr3	gene	128483631	128484159	+	58.33	0.79	35.0	RAB7A
chr3	transcript	128483631	128484159	+	58.33	0.79	35.0	RAB7A
chr3	gene	128511602	128512112	+	50.59	0.72	23.0	RAB7A
chr3	transcript	128511602	128512112	+	50.59	0.72	23.0	RAB7A
chr3	gene	128722236	128723037	+	68.04	0.81	73.0	EFCC1
chr3	transcript	128722236	128723037	+	68.04	0.81	73.0	EFCC1
chr3	gene	128745861	128746755	+	65.1	0.69	65.0	EFCC1
chr3	transcript	128745861	128746755	+	65.1	0.69	65.0	EFCC1
chr3	gene	129829754	129831819	+	65.42	0.67	140.0	ALG1L2
chr3	transcript	129829754	129831819	+	65.42	0.67	140.0	ALG1L2
chr3	gene	129982603	129983342	+	62.92	0.6	44.0	COL6A4P2
chr3	transcript	129982603	129983342	+	62.92	0.6	44.0	COL6A4P2
chr3	gene	130612286	130613652	+	66.84	0.79	120.0	ATP2C1
chr3	transcript	130612286	130613652	+	66.84	0.79	120.0	ATP2C1
chr3	gene	130637557	130638360	+	54.17	0.65	38.0	ATP2C1
chr3	transcript	130637557	130638360	+	54.17	0.65	38.0	ATP2C1
