chromosome	feature	start	end	strand	C%+G%	Obs/Exp	CGcount	methyl%	gene
chr4	gene	159131324	159132002	+	53.1	0.67	32.0	0.02083	TMEM144
chr4	transcript	159131324	159132002	+	53.1	0.67	32.0	0.02083	TMEM144
chr4	gene	166299934	166300752	+	70.54	0.81	82.0	0.00407	CPE
chr4	transcript	166299934	166300752	+	70.54	0.81	82.0	0.00407	CPE
chr4	gene	169103542	169104257	+	51.19	0.92	43.0	0.0	ANXA10
chr4	transcript	169103542	169104257	+	51.19	0.92	43.0	0.0	ANXA10
chr4	gene	169547189	169547743	+	53.25	0.7	27.0	0.0	PALLD
chr4	transcript	169547189	169547743	+	53.25	0.7	27.0	0.0	PALLD
chr4	gene	169552557	169553305	+	59.76	0.8	53.0	0.03774	PALLD
chr4	transcript	169552557	169553305	+	59.76	0.8	53.0	0.03774	PALLD
chr4	gene	169752691	169754643	+	63.52	0.73	143.0	0.02581	PALLD
chr4	transcript	169752691	169754643	+	63.52	0.73	143.0	0.02581	PALLD
chr4	gene	169798672	169799729	+	69.54	0.96	113.0	0.0	PALLD
chr4	transcript	169798672	169799729	+	69.54	0.96	113.0	0.0	PALLD
chr4	gene	170540746	170541811	+	55.77	0.9	74.0	0.0	CLCN3
chr4	transcript	170540746	170541811	+	55.77	0.9	74.0	0.0	CLCN3
chr4	gene	170600057	170601086	+	67.54	0.61	71.0	0.23172	CLCN3
chr4	transcript	170600057	170601086	+	67.54	0.61	71.0	0.23172	CLCN3
chr4	gene	171963889	171964790	+	63.49	0.67	61.0	0.03279	RP11-344G13.1
chr4	transcript	171963889	171964790	+	63.49	0.67	61.0	0.03279	RP11-344G13.1
chr4	gene	172733454	172735330	+	62.53	0.76	139.0	0.02431	GALNTL6
chr4	transcript	172733454	172735330	+	62.53	0.76	139.0	0.02431	GALNTL6
chr4	gene	173578989	173579614	+	57.76	0.81	42.0	0.13492	GALNTL6
chr4	transcript	173578989	173579614	+	57.76	0.81	42.0	0.13492	GALNTL6
chr4	gene	174104768	174105752	+	68.19	0.65	74.0	0.0	GALNT7
chr4	transcript	174104768	174105752	+	68.19	0.65	74.0	0.0	GALNT7
chr4	gene	174449366	174451508	+	64.75	0.81	182.0	0.0	HAND2-AS1
chr4	transcript	174449366	174451508	+	64.75	0.81	182.0	0.0	HAND2-AS1
chr4	gene	174451744	174453289	+	55.47	0.76	89.0	0.0	HAND2-AS1
chr4	transcript	174451744	174453289	+	55.47	0.76	89.0	0.0	HAND2-AS1
chr4	gene	174458774	174460258	+	59.03	0.7	90.0	0.04925	HAND2-AS1
chr4	transcript	174458774	174460258	+	59.03	0.7	90.0	0.04925	HAND2-AS1
chr4	exon	174458774	174460258	+	59.03	0.7	90.0	0.04925	HAND2-AS1
chr4	gene	174504162	174504701	+	54.73	0.79	31.0	0.03226	HAND2-AS1
chr4	transcript	174504162	174504701	+	54.73	0.79	31.0	0.03226	HAND2-AS1
chr4	gene	177612892	177613761	+	56.85	0.81	57.0	0.01754	RP11-313E19.2
chr4	transcript	177612892	177613761	+	56.85	0.81	57.0	0.01754	RP11-313E19.2
chr4	gene	178391827	178392513	+	55.98	0.69	37.0	0.0	RP11-130F10.1
chr4	transcript	178391827	178392513	+	55.98	0.69	37.0	0.0	RP11-130F10.1
chr4	gene	178421350	178421882	+	51.32	0.61	21.0	0.17857	RP11-130F10.1
chr4	transcript	178421350	178421882	+	51.32	0.61	21.0	0.17857	RP11-130F10.1
chr4	gene	183082159	183082698	+	56.59	0.83	35.0	0.02857	TENM3
chr4	transcript	183082159	183082698	+	56.59	0.83	35.0	0.02857	TENM3
chr4	gene	183082159	183082698	+	56.59	0.83	35.0	0.02857	RP11-402C9.1
chr4	transcript	183082159	183082698	+	56.59	0.83	35.0	0.02857	RP11-402C9.1
chr4	gene	183208797	183209382	+	54.36	0.63	27.0	0.13889	TENM3
chr4	transcript	183208797	183209382	+	54.36	0.63	27.0	0.13889	TENM3
chr4	gene	183308520	183309052	+	53.57	0.61	23.0	0.15771	TENM3
chr4	transcript	183308520	183309052	+	53.57	0.61	23.0	0.15771	TENM3
chr4	gene	183369198	183370705	+	69.14	0.98	172.0	0.0	TENM3
chr4	transcript	183369198	183370705	+	69.14	0.98	172.0	0.0	TENM3
chr4	gene	183720165	183721884	+	60.5	0.9	141.0	0.10159	TENM3
chr4	transcript	183720165	183721884	+	60.5	0.9	141.0	0.10159	TENM3
chr4	gene	184430621	184431182	+	57.4	0.72	33.0	0.04545	ING2
chr4	transcript	184430621	184431182	+	57.4	0.72	33.0	0.04545	ING2
chr4	gene	184813324	184813964	+	55.31	0.8	39.0	0.0	STOX2
chr4	transcript	184813324	184813964	+	55.31	0.8	39.0	0.0	STOX2
chr4	gene	184826137	184828214	+	66.2	0.91	207.0	0.0	STOX2
chr4	transcript	184826137	184828214	+	66.2	0.91	207.0	0.0	STOX2
chr4	gene	184884682	184885221	+	53.43	0.63	24.0	0.08333	STOX2
chr4	transcript	184884682	184885221	+	53.43	0.63	24.0	0.08333	STOX2
chr4	gene	184908180	184909098	+	51.63	0.7	43.0	0.0	STOX2
chr4	transcript	184908180	184909098	+	51.63	0.7	43.0	0.0	STOX2
chr4	gene	185594306	185594874	+	57.39	0.7	32.0	0.03125	PRIMPOL
chr4	transcript	185594306	185594874	+	57.39	0.7	32.0	0.03125	PRIMPOL
chr4	gene	185911226	185911822	+	70.81	0.6	45.0	0.04444	RP11-386B13.4
chr4	transcript	185911226	185911822	+	70.81	0.6	45.0	0.04444	RP11-386B13.4
chr4	gene	185974500	185975248	+	57.62	0.66	41.0	0.1626	RP11-386B13.3
chr4	transcript	185974500	185975248	+	57.62	0.66	41.0	0.1626	RP11-386B13.3
chr4	gene	186130099	186132097	+	67.47	0.87	197.0	0.03093	SNX25
chr4	transcript	186130099	186132097	+	67.47	0.87	197.0	0.03093	SNX25
chr4	gene	186348635	186349229	+	55.22	0.6	27.0	0.0	C4orf47
chr4	transcript	186348635	186349229	+	55.22	0.6	27.0	0.0	C4orf47
chr4	gene	187037082	187037703	+	53.46	0.8	35.0	0.0	FAM149A
chr4	transcript	187037082	187037703	+	53.46	0.8	35.0	0.0	FAM149A
chr4	gene	187064927	187066519	+	64.82	0.84	138.0	0.00725	FAM149A
chr4	transcript	187064927	187066519	+	64.82	0.84	138.0	0.00725	FAM149A
chr4	gene	187071596	187072492	+	56.25	0.62	43.0	0.05814	FAM149A
chr4	transcript	187071596	187072492	+	56.25	0.62	43.0	0.05814	FAM149A
chr4	gene	188578652	188579611	+	65.69	0.62	64.0	0.03936	RP11-565A3.1
chr4	transcript	188578652	188579611	+	65.69	0.62	64.0	0.03936	RP11-565A3.1
chr4	gene	188918072	188918933	+	54.47	0.72	45.0	0.0	ZFP42
chr4	transcript	188918072	188918933	+	54.47	0.72	45.0	0.0	ZFP42
chr4	gene	189332989	189333596	+	60.46	0.65	36.0	0.0	LINC01060
chr4	transcript	189332989	189333596	+	60.46	0.65	36.0	0.0	LINC01060
chr4	gene	189379534	189380101	+	52.91	0.61	24.0	0.0	LINC01060
chr4	transcript	189379534	189380101	+	52.91	0.61	24.0	0.0	LINC01060
chr4	gene	189476259	189476786	+	54.65	0.77	30.0	0.0	LINC01060
chr4	transcript	189476259	189476786	+	54.65	0.77	30.0	0.0	LINC01060
chr4	gene	189552142	189552869	+	55.16	0.82	43.0	0.0	LINC01060
chr4	transcript	189552142	189552869	+	55.16	0.82	43.0	0.0	LINC01060
chr4	gene	189552142	189552869	+	55.16	0.82	43.0	0.0	RP11-756P10.1
chr4	transcript	189552142	189552869	+	55.16	0.82	43.0	0.0	RP11-756P10.1
chr4	gene	189580086	189580819	+	63.44	0.79	58.0	0.03448	LINC01060
chr4	transcript	189580086	189580819	+	63.44	0.79	58.0	0.03448	LINC01060
chr5	gene	109855	110977	+	54.28	0.68	46.0	0.0	CTD-2231H16.1
chr5	transcript	109855	110977	+	54.28	0.68	46.0	0.0	CTD-2231H16.1
chr5	gene	164421	166804	+	61.23	0.67	149.0	0.0	PLEKHG4B
chr5	transcript	164421	166804	+	61.23	0.67	149.0	0.0	PLEKHG4B
chr5	gene	194530	195324	+	59.32	0.65	45.0	0.0	LRRC14B
chr5	transcript	194530	195324	+	59.32	0.65	45.0	0.0	LRRC14B
chr5	gene	293356	294131	+	55.23	0.84	47.0	0.0	PDCD6
chr5	transcript	293356	294131	+	55.23	0.84	47.0	0.0	PDCD6
chr5	gene	306699	307993	+	52.63	0.85	76.0	0.0	PDCD6
chr5	transcript	306699	307993	+	52.63	0.85	76.0	0.0	PDCD6
chr5	gene	306699	307993	+	52.63	0.85	76.0	0.0	AHRR
chr5	transcript	306699	307993	+	52.63	0.85	76.0	0.0	AHRR
chr5	gene	320195	323339	+	67.46	0.75	266.0	0.0	PDCD6
chr5	transcript	320195	323339	+	67.46	0.75	266.0	0.0	PDCD6
chr5	gene	320195	323339	+	67.46	0.75	266.0	0.0	AHRR
chr5	transcript	320195	323339	+	67.46	0.75	266.0	0.0	AHRR
chr5	gene	343248	345018	+	68.64	0.72	137.0	0.0	PDCD6
chr5	transcript	343248	345018	+	68.64	0.72	137.0	0.0	PDCD6
chr5	gene	343248	345018	+	68.64	0.72	137.0	0.0	AHRR
chr5	transcript	343248	345018	+	68.64	0.72	137.0	0.0	AHRR
chr5	gene	356441	359590	+	69.39	0.74	279.0	0.00276	AHRR
chr5	transcript	356441	359590	+	69.39	0.74	279.0	0.00276	AHRR
chr5	gene	391433	393077	+	71.47	0.78	148.0	0.0	AHRR
chr5	transcript	391433	393077	+	71.47	0.78	148.0	0.0	AHRR
chr5	gene	397776	398648	+	59.86	0.64	42.0	0.0	AHRR
chr5	transcript	397776	398648	+	59.86	0.64	42.0	0.0	AHRR
chr5	gene	399629	400259	+	63.49	0.63	40.0	0.0	AHRR
chr5	transcript	399629	400259	+	63.49	0.63	40.0	0.0	AHRR
chr5	gene	420800	421940	+	64.3	0.73	86.0	0.0	AHRR
chr5	transcript	420800	421940	+	64.3	0.73	86.0	0.0	AHRR
chr5	gene	427542	428589	+	56.54	0.65	54.0	0.0	AHRR
chr5	transcript	427542	428589	+	56.54	0.65	54.0	0.0	AHRR
chr5	gene	461929	462623	+	54.9	0.69	36.0	0.0	EXOC3
chr5	transcript	461929	462623	+	54.9	0.69	36.0	0.0	EXOC3
chr5	gene	464120	464780	+	56.06	0.66	34.0	0.0	EXOC3
chr5	transcript	464120	464780	+	56.06	0.66	34.0	0.0	EXOC3
chr5	gene	464888	465667	+	68.55	0.75	68.0	0.0	EXOC3
chr5	transcript	464888	465667	+	68.55	0.75	68.0	0.0	EXOC3
chr5	gene	645274	645795	+	51.25	0.7	24.0	0.0	CEP72
chr5	transcript	645274	645795	+	51.25	0.7	24.0	0.0	CEP72
chr5	gene	649683	651386	+	59.31	0.67	61.0	0.0	CEP72
chr5	transcript	649683	651386	+	59.31	0.67	61.0	0.0	CEP72
chr5	gene	661758	663493	+	62.54	0.7	118.0	0.41324	CEP72
chr5	transcript	661758	663493	+	62.54	0.7	118.0	0.41324	CEP72
chr5	gene	667841	668738	+	66.78	0.82	79.0	0.08866	AC026740.1
chr5	transcript	667841	668738	+	66.78	0.82	79.0	0.08866	AC026740.1
chr5	gene	909559	910065	+	50.59	0.62	20.0	0.24167	TRIP13
chr5	transcript	909559	910065	+	50.59	0.62	20.0	0.24167	TRIP13
chr5	gene	911356	912020	+	56.78	0.66	35.0	0.00952	TRIP13
chr5	transcript	911356	912020	+	56.78	0.66	35.0	0.00952	TRIP13
chr5	gene	1216513	1217578	+	60.47	0.62	60.0	0.50083	SLC6A19
chr5	transcript	1216513	1217578	+	60.47	0.62	60.0	0.50083	SLC6A19
chr5	gene	1232835	1233360	+	64.19	0.61	33.0	1.11515	SLC6A18
chr5	transcript	1232835	1233360	+	64.19	0.61	33.0	1.11515	SLC6A18
chr5	gene	1809297	1810017	+	58.47	0.68	41.0	0.0	NDUFS6
chr5	transcript	1809297	1810017	+	58.47	0.68	41.0	0.0	NDUFS6
chr5	gene	1948639	1949228	+	54.33	0.67	29.0	0.38711	RP11-259O2.1
chr5	transcript	1948639	1949228	+	54.33	0.67	29.0	0.38711	RP11-259O2.1
chr5	gene	1950162	1952146	+	61.04	0.7	129.0	0.18972	RP11-259O2.1
chr5	transcript	1950162	1952146	+	61.04	0.7	129.0	0.18972	RP11-259O2.1
chr5	gene	3180652	3181304	+	51.99	0.62	27.0	0.60131	CTD-2029E14.1
chr5	transcript	3180652	3181304	+	51.99	0.62	27.0	0.60131	CTD-2029E14.1
chr5	gene	3597299	3597874	+	53.91	0.94	39.0	0.24313	IRX1
chr5	transcript	3597299	3597874	+	53.91	0.94	39.0	0.24313	IRX1
chr5	gene	5421867	5423620	+	63.03	0.81	141.0	0.05461	KIAA0947
chr5	transcript	5421867	5423620	+	63.03	0.81	141.0	0.05461	KIAA0947
chr5	gene	6491296	6491904	+	51.81	0.79	32.0	0.09375	UBE2QL1
chr5	transcript	6491296	6491904	+	51.81	0.79	32.0	0.09375	UBE2QL1
chr5	gene	6582542	6583933	+	66.57	0.77	118.0	0.11017	LINC01018
chr5	transcript	6582542	6583933	+	66.57	0.77	118.0	0.11017	LINC01018
chr5	gene	6754776	6755462	+	59.77	0.74	45.0	0.25556	PAPD7
chr5	transcript	6754776	6755462	+	59.77	0.74	45.0	0.25556	PAPD7
chr5	gene	6966368	6966882	+	57.78	0.75	32.0	0.0	RP11-122F24.1
chr5	transcript	6966368	6966882	+	57.78	0.75	32.0	0.0	RP11-122F24.1
chr5	gene	7506869	7507550	+	55.36	0.79	41.0	0.31742	ADCY2
chr5	transcript	7506869	7507550	+	55.36	0.79	41.0	0.31742	ADCY2
chr5	gene	7868673	7869841	+	67.64	0.93	122.0	0.04098	MTRR
chr5	transcript	7868673	7869841	+	67.64	0.93	122.0	0.04098	MTRR
chr5	gene	8457308	8458511	+	62.93	0.82	97.0	0.0	MIR4458HG
chr5	transcript	8457308	8458511	+	62.93	0.82	97.0	0.0	MIR4458HG
chr5	gene	8840326	8841157	+	60.89	0.73	56.0	0.0	RP11-143A12.3
chr5	transcript	8840326	8841157	+	60.89	0.73	56.0	0.0	RP11-143A12.3
chr5	exon	8840326	8841157	+	60.89	0.73	56.0	0.0	RP11-143A12.3
chr5	gene	10137909	10138417	+	50.2	0.8	25.0	0.28	CTD-2199O4.1
chr5	transcript	10137909	10138417	+	50.2	0.8	25.0	0.28	CTD-2199O4.1
chr5	exon	10137909	10138417	+	50.2	0.8	25.0	0.28	CTD-2199O4.1
chr5	gene	10638996	10640429	+	63.71	1.94	224.0	0.04464	ANKRD33B
chr5	transcript	10638996	10640429	+	63.71	1.94	224.0	0.04464	ANKRD33B
chr5	gene	14409659	14410414	+	52.32	0.6	31.0	0.0	TRIO
chr5	transcript	14409659	14410414	+	52.32	0.6	31.0	0.0	TRIO
chr5	gene	14441074	14441604	+	60.94	0.75	37.0	0.0	TRIO
chr5	transcript	14441074	14441604	+	60.94	0.75	37.0	0.0	TRIO
chr5	gene	14487345	14488610	+	71.62	0.75	119.0	0.0084	TRIO
chr5	transcript	14487345	14488610	+	71.62	0.75	119.0	0.0084	TRIO
chr5	gene	15928003	15928560	+	64.63	0.71	40.0	0.095	FBXL7
chr5	transcript	15928003	15928560	+	64.63	0.71	40.0	0.095	FBXL7
chr5	exon	15928003	15928560	+	64.63	0.71	40.0	0.095	FBXL7
chr5	CDS	15928003	15928560	+	64.63	0.71	40.0	0.095	FBXL7
chr5	gene	15936642	15937406	+	60.47	0.91	63.0	0.19585	FBXL7
chr5	transcript	15936642	15937406	+	60.47	0.91	63.0	0.19585	FBXL7
chr5	exon	15936642	15937406	+	60.47	0.91	63.0	0.19585	FBXL7
chr5	gene	17216062	17219022	+	63.31	0.76	221.0	0.07394	BASP1
chr5	transcript	17216062	17219022	+	63.31	0.76	221.0	0.07394	BASP1
chr5	gene	17275284	17275999	+	68.25	0.74	61.0	0.07523	BASP1
chr5	transcript	17275284	17275999	+	68.25	0.74	61.0	0.07523	BASP1
chr5	gene	21458882	21460019	+	56.29	0.78	70.0	0.25079	GUSBP1
chr5	transcript	21458882	21460019	+	56.29	0.78	70.0	0.25079	GUSBP1
chr5	gene	31691175	31691696	+	53.17	0.71	26.0	0.07692	PDZD2
chr5	transcript	31691175	31691696	+	53.17	0.71	26.0	0.07692	PDZD2
chr5	gene	31698424	31698938	+	50.19	0.66	21.0	0.04762	PDZD2
chr5	transcript	31698424	31698938	+	50.19	0.66	21.0	0.04762	PDZD2
chr5	gene	31854872	31855795	+	62.62	0.69	60.0	0.02912	PDZD2
chr5	transcript	31854872	31855795	+	62.62	0.69	60.0	0.02912	PDZD2
chr5	gene	32585524	32586513	+	66.53	0.9	98.0	0.14207	SUB1
chr5	transcript	32585524	32586513	+	66.53	0.9	98.0	0.14207	SUB1
chr5	gene	32709707	32711230	+	56.2	0.79	94.0	0.30532	NPR3
chr5	transcript	32709707	32711230	+	56.2	0.79	94.0	0.30532	NPR3
chr5	gene	32711332	32713133	+	60.13	0.92	149.0	0.12738	NPR3
chr5	transcript	32711332	32713133	+	60.13	0.92	149.0	0.12738	NPR3
chr5	gene	32713290	32714600	+	60.46	0.66	79.0	0.07251	NPR3
chr5	transcript	32713290	32714600	+	60.46	0.66	79.0	0.07251	NPR3
chr5	gene	37389280	37389811	+	55.37	0.64	26.0	0.06731	WDR70
chr5	transcript	37389280	37389811	+	55.37	0.64	26.0	0.06731	WDR70
chr5	gene	37519255	37519907	+	67.79	0.72	54.0	0.03704	WDR70
chr5	transcript	37519255	37519907	+	67.79	0.72	54.0	0.03704	WDR70
chr5	gene	37649821	37650499	+	53.83	0.63	31.0	0.0	WDR70
chr5	transcript	37649821	37650499	+	53.83	0.63	31.0	0.0	WDR70
chr5	gene	40066792	40067293	+	60.08	0.65	29.0	0.45316	KRT18P56
chr5	transcript	40066792	40067293	+	60.08	0.65	29.0	0.45316	KRT18P56
chr5	exon	40066792	40067293	+	60.08	0.65	29.0	0.45316	KRT18P56
chr5	gene	40680876	40682335	+	61.34	0.8	107.0	0.04673	PTGER4
chr5	transcript	40680876	40682335	+	61.34	0.8	107.0	0.04673	PTGER4
chr5	gene	42424339	42425147	+	61.26	0.88	63.0	0.05833	GHR
chr5	transcript	42424339	42425147	+	61.26	0.88	63.0	0.05833	GHR
chr5	gene	42468553	42469080	+	58.06	0.68	30.0	0.1	GHR
chr5	transcript	42468553	42469080	+	58.06	0.68	30.0	0.1	GHR
chr5	gene	42476030	42476602	+	55.42	0.62	27.0	0.0	GHR
chr5	transcript	42476030	42476602	+	55.42	0.62	27.0	0.0	GHR
chr5	gene	43044251	43044755	+	58.33	0.61	26.0	0.09295	AC025171.1
chr5	transcript	43044251	43044755	+	58.33	0.61	26.0	0.09295	AC025171.1
chr5	gene	43065522	43067877	+	53.8	0.82	140.0	0.01429	ZNF131
chr5	transcript	43065522	43067877	+	53.8	0.82	140.0	0.01429	ZNF131
chr5	gene	43078396	43078947	+	58.08	0.83	38.0	0.07895	ZNF131
chr5	transcript	43078396	43078947	+	58.08	0.83	38.0	0.07895	ZNF131
chr5	gene	43120560	43122347	+	63.96	0.83	152.0	0.07574	ZNF131
chr5	gene	43189073	43189655	+	54.98	0.67	29.0	0.13793	ZNF131
chr5	transcript	43189073	43189655	+	54.98	0.67	29.0	0.13793	ZNF131
chr5	gene	43514915	43515573	+	52.89	0.78	36.0	0.03704	RP11-159F24.6
chr5	transcript	43514915	43515573	+	52.89	0.78	36.0	0.03704	RP11-159F24.6
chr5	gene	43521614	43522785	+	67.29	0.6	80.0	0.0446	RP11-159F24.5
chr5	transcript	43521614	43522785	+	67.29	0.6	80.0	0.0446	RP11-159F24.5
chr5	gene	43602978	43604389	+	63.78	0.78	104.0	0.03926	NNT
chr5	transcript	43602978	43604389	+	63.78	0.78	104.0	0.03926	NNT
chr5	gene	43665797	43666682	+	67.23	0.62	62.0	0.1213	NNT
chr5	transcript	43665797	43666682	+	67.23	0.62	62.0	0.1213	NNT
chr5	gene	49961947	49964261	+	60.63	0.78	165.0	0.01212	PARP8
chr5	transcript	49961947	49964261	+	60.63	0.78	165.0	0.01212	PARP8
chr5	gene	50683215	50683973	+	58.44	0.65	42.0	0.0	ISL1
chr5	transcript	50683215	50683973	+	58.44	0.65	42.0	0.0	ISL1
chr5	gene	50685191	50686398	+	64.29	0.71	88.0	0.01818	ISL1
chr5	transcript	50685191	50686398	+	64.29	0.71	88.0	0.01818	ISL1
chr5	gene	52095383	52096939	+	57.46	0.65	83.0	0.07611	ITGA1
chr5	transcript	52095383	52096939	+	57.46	0.65	83.0	0.07611	ITGA1
chr5	gene	52095383	52096939	+	57.46	0.65	83.0	0.07611	PELO
chr5	transcript	52095383	52096939	+	57.46	0.65	83.0	0.07611	PELO
chr5	gene	52778209	52778878	+	55.16	0.65	30.0	0.05	FST
chr5	transcript	52778209	52778878	+	55.16	0.65	30.0	0.05	FST
chr5	gene	53676616	53677505	+	68.5	0.66	69.0	0.21457	LINC01033
chr5	transcript	53676616	53677505	+	68.5	0.66	69.0	0.21457	LINC01033
chr5	gene	57878100	57879502	+	53.78	0.8	80.0	0.0875	RAB3C
chr5	transcript	57878100	57879502	+	53.78	0.8	80.0	0.0875	RAB3C
chr5	gene	61618805	61619338	+	50.84	0.64	22.0	0.16667	KIF2A
chr5	transcript	61618805	61619338	+	50.84	0.64	22.0	0.16667	KIF2A
chr5	gene	61699157	61700503	+	59.58	0.77	92.0	0.19915	KIF2A
chr5	transcript	61699157	61700503	+	59.58	0.77	92.0	0.19915	KIF2A
chr5	gene	61708168	61709299	+	55.88	0.91	78.0	0.03419	KIF2A
chr5	transcript	61708168	61709299	+	55.88	0.91	78.0	0.03419	KIF2A
chr5	gene	61708168	61709299	+	55.88	0.91	78.0	0.03419	IPO11
chr5	transcript	61708168	61709299	+	55.88	0.91	78.0	0.03419	IPO11
chr5	gene	63986190	63987014	+	70.75	0.78	80.0	0.0	FAM159B
chr5	transcript	63986190	63987014	+	70.75	0.78	80.0	0.0	FAM159B
chr5	gene	64153686	64154245	+	57.42	0.93	42.0	0.14942	CWC27
chr5	transcript	64153686	64154245	+	57.42	0.93	42.0	0.14942	CWC27
chr5	gene	65019120	65019638	+	52.32	0.73	25.0	0.0	NLN
chr5	transcript	65019120	65019638	+	52.32	0.73	25.0	0.0	NLN
chr5	gene	65253509	65254485	+	66.8	0.61	66.0	0.09091	ERBB2IP
chr5	transcript	65253509	65254485	+	66.8	0.61	66.0	0.09091	ERBB2IP
chr5	gene	65439662	65440914	+	59.27	1.01	110.0	0.04091	SREK1
chr5	transcript	65439662	65440914	+	59.27	1.01	110.0	0.04091	SREK1
chr5	gene	66299656	66300173	+	64.99	0.79	43.0	0.10756	MAST4
chr5	transcript	66299656	66300173	+	64.99	0.79	43.0	0.10756	MAST4
chr5	gene	66459036	66460442	+	62.09	0.62	84.0	0.0119	MAST4
chr5	transcript	66459036	66460442	+	62.09	0.62	84.0	0.0119	MAST4
chr5	exon	66459036	66460442	+	62.09	0.62	84.0	0.0119	MAST4
chr5	CDS	66459036	66460442	+	62.09	0.62	84.0	0.0119	MAST4
chr5	gene	67583961	67584682	+	58.53	0.78	48.0	0.02865	PIK3R1
chr5	transcript	67583961	67584682	+	58.53	0.78	48.0	0.02865	PIK3R1
chr5	gene	68518676	68519207	+	52.73	0.6	22.0	0.0	MRPS36
chr5	transcript	68518676	68519207	+	52.73	0.6	22.0	0.0	MRPS36
chr5	gene	69323860	69324847	+	55.93	0.7	54.0	0.03199	SERF1B
chr5	transcript	69323860	69324847	+	55.93	0.7	54.0	0.03199	SERF1B
chr5	gene	69711644	69712507	+	52.03	0.69	40.0	0.0	GTF2H2B
chr5	transcript	69711644	69712507	+	52.03	0.69	40.0	0.0	GTF2H2B
chr5	gene	70199278	70200265	+	55.93	0.71	54.0	0.0	SERF1A
chr5	transcript	70199278	70200265	+	55.93	0.71	54.0	0.0	SERF1A
chr5	gene	70775396	70775979	+	50.26	0.66	24.0	0.0	BDP1
chr5	transcript	70775396	70775979	+	50.26	0.66	24.0	0.0	BDP1
chr5	gene	71403771	71404899	+	67.91	0.65	84.0	0.0	MAP1B
chr5	transcript	71403771	71404899	+	67.91	0.65	84.0	0.0	MAP1B
chr5	gene	71616454	71617012	+	55.02	0.78	33.0	0.0	PTCD2
chr5	transcript	71616454	71617012	+	55.02	0.78	33.0	0.0	PTCD2
chr5	gene	72112158	72113307	+	67.19	0.9	117.0	0.0	TNPO1
chr5	transcript	72112158	72113307	+	67.19	0.9	117.0	0.0	TNPO1
chr5	gene	72144316	72144866	+	78.91	0.88	75.0	0.05843	TNPO1
chr5	transcript	72144316	72144866	+	78.91	0.88	75.0	0.05843	TNPO1
chr5	gene	72511379	72512443	+	63.63	0.72	78.0	0.0	RP11-60A8.1
chr5	transcript	72511379	72512443	+	63.63	0.72	78.0	0.0	RP11-60A8.1
chr5	gene	72526011	72527074	+	60.87	0.65	64.0	0.0	RP11-60A8.1
chr5	transcript	72526011	72527074	+	60.87	0.65	64.0	0.0	RP11-60A8.1
chr5	gene	72528010	72528712	+	58.4	0.62	37.0	0.0	RP11-60A8.1
chr5	transcript	72528010	72528712	+	58.4	0.62	37.0	0.0	RP11-60A8.1
chr5	gene	72528820	72529681	+	66.2	0.69	65.0	0.0	RP11-60A8.1
chr5	transcript	72528820	72529681	+	66.2	0.69	65.0	0.0	RP11-60A8.1
chr5	gene	72529816	72530624	+	58.17	0.68	46.0	0.0	RP11-60A8.1
chr5	transcript	72529816	72530624	+	58.17	0.68	46.0	0.0	RP11-60A8.1
chr5	gene	73980392	73981542	+	65.65	0.78	96.0	0.0	HEXB
chr5	transcript	73980392	73981542	+	65.65	0.78	96.0	0.0	HEXB
chr5	gene	74632346	74633842	+	61.43	0.83	115.0	0.0	HMGCR
chr5	transcript	74632346	74633842	+	61.43	0.83	115.0	0.0	HMGCR
chr5	gene	75466605	75468474	+	75.28	0.62	164.0	0.0	SV2C
chr5	transcript	75466605	75468474	+	75.28	0.62	164.0	0.0	SV2C
chr5	gene	76170623	76171326	+	51.64	0.73	34.0	0.0	S100Z
chr5	transcript	76170623	76171326	+	51.64	0.73	34.0	0.0	S100Z
chr5	gene	76249242	76250633	+	65.2	0.77	114.0	0.04825	CRHBP
chr5	transcript	76249242	76250633	+	65.2	0.77	114.0	0.04825	CRHBP
chr5	gene	76326036	76326872	+	66.15	0.9	82.0	0.03659	AGGF1
chr5	transcript	76326036	76326872	+	66.15	0.9	82.0	0.03659	AGGF1
chr5	gene	77658739	77659330	+	54.48	0.6	26.0	0.0	SCAMP1
chr5	transcript	77658739	77659330	+	54.48	0.6	26.0	0.0	SCAMP1
chr5	gene	78925388	78925954	+	55.48	0.63	27.0	0.0	PAPD4
chr5	transcript	78925388	78925954	+	55.48	0.63	27.0	0.0	PAPD4
chr5	gene	79330669	79331634	+	67.67	0.74	80.0	0.0	THBS4
chr5	transcript	79330669	79331634	+	67.67	0.74	80.0	0.0	THBS4
chr5	gene	79706381	79706945	+	50.53	0.61	22.0	0.0	ZFYVE16
chr5	transcript	79706381	79706945	+	50.53	0.61	22.0	0.0	ZFYVE16
chr5	gene	80382539	80383471	+	52.36	0.72	46.0	0.15389	RASGRF2
chr5	transcript	80382539	80383471	+	52.36	0.72	46.0	0.15389	RASGRF2
chr5	gene	80490552	80491150	+	52.84	0.72	30.0	0.03333	RASGRF2
chr5	transcript	80490552	80491150	+	52.84	0.72	30.0	0.03333	RASGRF2
chr5	gene	81147438	81148019	+	54.91	0.73	32.0	0.0	CTD-2249K22.1
chr5	transcript	81147438	81148019	+	54.91	0.73	32.0	0.0	CTD-2249K22.1
chr5	exon	81147438	81148019	+	54.91	0.73	32.0	0.0	CTD-2249K22.1
